4.821081757545471191e-01 2.177929878234863281e+00 4.467233180999755859e+00 9.235912561416625977e-01 1.263574212789535522e-01 1.818219184875488281e+00 1.059248447418212891e+00 5.068764686584472656e-01 -1.725800335407257080e-03 1.937419325113296509e-01 1.007550358772277832e-01 4.445713013410568237e-02 7.013056427240371704e-03 2.102240473031997681e-01 1.070629581809043884e-01 5.032069981098175049e-02 4.356123507022857666e-03 2.016147971153259277e-01 1.056482642889022827e-01 5.524947121739387512e-02
4.890627861022949219e-01 2.177271842956542969e+00 4.411902904510498047e+00 8.977468013763427734e-01 1.094425469636917114e-01 1.825587987899780273e+00 1.053057789802551270e+00 4.620722830295562744e-01 -9.196326136589050293e-04 1.966928541660308838e-01 1.029420047998428345e-01 3.840775042772293091e-02 9.850744158029556274e-03 2.111333012580871582e-01 1.088339611887931824e-01 4.533892869949340820e-02 9.370423853397369385e-03 2.016361951828002930e-01 1.080463677644729614e-01 5.142793431878089905e-02
4.782882928848266602e-01 2.210238933563232422e+00 4.461840152740478516e+00 9.171766042709350586e-01 1.187521964311599731e-01 1.840869784355163574e+00 1.076824188232421875e+00 4.976592957973480225e-01 -2.247206866741180420e-03 2.014415711164474487e-01 1.029206514358520508e-01 4.355355352163314819e-02 1.284706965088844299e-02 2.082143574953079224e-01 1.094088181853294373e-01 4.464384913444519043e-02 3.389514982700347900e-03 2.042676508426666260e-01 1.108175069093704224e-01 4.998486116528511047e-02
4.810732603073120117e-01 2.198158740997314453e+00 4.368954181671142578e+00 9.079140424728393555e-01 1.188338249921798706e-01 1.822648525238037109e+00 1.075945377349853516e+00 4.981955587863922119e-01 -7.939711213111877441e-04 2.001871019601821899e-01 1.048238873481750488e-01 4.437395185232162476e-02 1.294097676873207092e-02 2.071097940206527710e-01 1.101155057549476624e-01 4.563067108392715454e-02 5.601562559604644775e-03 2.038661837577819824e-01 1.107143908739089966e-01 4.923430457711219788e-02
4.811753034591674805e-01 2.198121070861816406e+00 4.379129886627197266e+00 9.182294607162475586e-01 1.226462274789810181e-01 1.818943381309509277e+00 1.077000021934509277e+00 5.159058570861816406e-01 6.079450249671936035e-04 1.978800892829895020e-01 1.058201938867568970e-01 4.484988003969192505e-02 1.398581638932228088e-02 2.080357372760772705e-01 1.099581941962242126e-01 4.831684380769729614e-02 5.217410624027252197e-03 2.025613635778427124e-01 1.108806878328323364e-01 5.335563793778419495e-02
4.829167723655700684e-01 2.251011133193969727e+00 4.428602218627929688e+00 9.160978794097900391e-01 1.229006499052047729e-01 1.869062304496765137e+00 1.118272304534912109e+00 5.063740015029907227e-01 -9.333714842796325684e-04 2.023704797029495239e-01 1.084987223148345947e-01 4.348253458738327026e-02 1.266858354210853577e-02 2.129142135381698608e-01 1.137609407305717468e-01 4.638877511024475098e-02 2.793706953525543213e-03 2.073621749877929688e-01 1.149540394544601440e-01 5.216803029179573059e-02
4.812677502632141113e-01 2.237559795379638672e+00 4.363447189331054688e+00 9.064736366271972656e-01 1.121601611375808716e-01 1.862370014190673828e+00 1.112823724746704102e+00 4.873706996440887451e-01 -1.411609351634979248e-03 2.071398496627807617e-01 1.085724085569381714e-01 4.326692223548889160e-02 1.576263085007667542e-02 2.085850089788436890e-01 1.139650568366050720e-01 4.146398603916168213e-02 4.167787730693817139e-03 2.081436663866043091e-01 1.161931902170181274e-01 4.517341032624244690e-02
4.761769175529479980e-01 2.280728101730346680e+00 4.367997169494628906e+00 8.827366828918457031e-01 1.254483312368392944e-01 1.903823375701904297e+00 1.154194474220275879e+00 4.716863930225372314e-01 -3.402270376682281494e-03 2.083802372217178345e-01 1.105434447526931763e-01 4.307881742715835571e-02 9.819600731134414673e-03 2.145531922578811646e-01 1.174313351511955261e-01 4.274956136941909790e-02 3.090508282184600830e-03 2.125134319067001343e-01 1.174304932355880737e-01 4.490967467427253723e-02
4.839054942131042480e-01 2.272263288497924805e+00 4.287628650665283203e+00 8.795790672302246094e-01 1.114957183599472046e-01 1.903690457344055176e+00 1.151254177093505859e+00 4.550192058086395264e-01 -2.320446074008941650e-03 2.132109105587005615e-01 1.131412386894226074e-01 4.107009619474411011e-02 1.534796133637428284e-02 2.122626155614852905e-01 1.192558780312538147e-01 3.792776912450790405e-02 6.470240652561187744e-03 2.135112285614013672e-01 1.208798140287399292e-01 3.985746577382087708e-02
4.724290370941162109e-01 2.275455236434936523e+00 4.309484481811523438e+00 8.694670200347900391e-01 1.207212954759597778e-01 1.882734060287475586e+00 1.153426170349121094e+00 4.705162942409515381e-01 -1.264669001102447510e-03 2.057536840438842773e-01 1.124677956104278564e-01 4.243592917919158936e-02 1.067889109253883362e-02 2.134450227022171021e-01 1.171538755297660828e-01 4.406471550464630127e-02 3.787733614444732666e-03 2.099746614694595337e-01 1.171841770410537720e-01 4.627882316708564758e-02
4.834358096122741699e-01 2.299819946289062500e+00 4.288224697113037109e+00 8.577746152877807617e-01 1.262976974248886108e-01 1.923792004585266113e+00 1.175048351287841797e+00 4.514453411102294922e-01 -2.246029675006866455e-03 2.084508091211318970e-01 1.153200268745422363e-01 3.951970487833023071e-02 9.435210376977920532e-03 2.198557704687118530e-01 1.216114684939384460e-01 4.319929331541061401e-02 6.985835731029510498e-03 2.142983675003051758e-01 1.206254512071609497e-01 4.611179605126380920e-02
4.847685694694519043e-01 2.312348365783691406e+00 4.273250102996826172e+00 8.570529222488403320e-01 1.187391430139541626e-01 1.954601049423217773e+00 1.188324928283691406e+00 4.336907565593719482e-01 -3.815300762653350830e-03 2.167268693447113037e-01 1.166198998689651489e-01 3.811251372098922729e-02 1.401749625802040100e-02 2.190410643815994263e-01 1.242203041911125183e-01 3.706793487071990967e-02 7.560543715953826904e-03 2.179874181747436523e-01 1.252757906913757324e-01 3.985619917511940002e-02
4.822273850440979004e-01 2.336843729019165039e+00 4.265676975250244141e+00 8.498347997665405273e-01 1.142114251852035522e-01 1.961472034454345703e+00 1.206440329551696777e+00 4.282884895801544189e-01 -3.220669925212860107e-03 2.183241993188858032e-01 1.187010407447814941e-01 3.796552121639251709e-02 1.419596746563911438e-02 2.189263552427291870e-01 1.253415197134017944e-01 3.592190891504287720e-02 6.386838853359222412e-03 2.189533710479736328e-01 1.267170757055282593e-01 3.813183680176734924e-02
4.816331863403320312e-01 2.351409912109375000e+00 4.264352798461914062e+00 8.360894918441772461e-01 1.243078857660293579e-01 1.985079884529113770e+00 1.221670746803283691e+00 4.159364402294158936e-01 -5.028508603572845459e-03 2.192937880754470825e-01 1.187591105699539185e-01 3.782550990581512451e-02 1.045871153473854065e-02 2.223661988973617554e-01 1.271511167287826538e-01 3.634244948625564575e-02 7.010810077190399170e-03 2.217954993247985840e-01 1.268730163574218750e-01 3.733730688691139221e-02
4.868707060813903809e-01 2.366402626037597656e+00 4.236115932464599609e+00 8.306870460510253906e-01 1.203726977109909058e-01 2.005578756332397461e+00 1.233821868896484375e+00 4.044970870018005371e-01 -4.686139523983001709e-03 2.227239906787872314e-01 1.215594112873077393e-01 3.553853183984756470e-02 1.337036862969398499e-02 2.241816073656082153e-01 1.299018263816833496e-01 3.398400545120239258e-02 8.910395205020904541e-03 2.237289845943450928e-01 1.305517703294754028e-01 3.601475432515144348e-02
4.775488376617431641e-01 2.354007482528686523e+00 4.157835960388183594e+00 8.135139942169189453e-01 1.078464835882186890e-01 1.987736821174621582e+00 1.239692211151123047e+00 3.832199275493621826e-01 -5.735747516155242920e-03 2.258922010660171509e-01 1.209740936756134033e-01 3.749907761812210083e-02 1.189624145627021790e-02 2.183652818202972412e-01 1.290546208620071411e-01 3.003696352243423462e-02 7.323957979679107666e-03 2.243792861700057983e-01 1.293346732854843140e-01 2.714904025197029114e-02
