4.467179775238037109e+00 3.112623453140258789e+00
4.464525699615478516e+00 3.135124683380126953e+00
4.458011627197265625e+00 3.130820035934448242e+00
4.450731277465820312e+00 3.151946783065795898e+00
4.449938774108886719e+00 3.153801679611206055e+00
4.447155952453613281e+00 3.188729286193847656e+00
4.454788684844970703e+00 3.224574327468872070e+00
4.443455696105957031e+00 3.202708244323730469e+00
4.432708263397216797e+00 3.215616941452026367e+00
4.417333602905273438e+00 3.225188493728637695e+00
4.411450862884521484e+00 3.244918107986450195e+00
4.416417121887207031e+00 3.302254438400268555e+00
4.417000770568847656e+00 3.308380365371704102e+00
4.406146049499511719e+00 3.312431097030639648e+00
4.399701118469238281e+00 3.357053518295288086e+00
4.397690773010253906e+00 3.370615243911743164e+00
4.402211666107177734e+00 3.378021240234375000e+00
4.412733078002929688e+00 3.422293901443481445e+00
4.420512199401855469e+00 3.429914474487304688e+00
4.411867141723632812e+00 3.461719036102294922e+00
4.405762672424316406e+00 3.477132081985473633e+00
4.404711246490478516e+00 3.487462043762207031e+00
4.398406505584716797e+00 3.530527591705322266e+00
4.384160995483398438e+00 3.545231103897094727e+00
4.373505592346191406e+00 3.551331043243408203e+00
4.366358757019042969e+00 3.542601346969604492e+00
4.368732929229736328e+00 3.581897497177124023e+00
4.366334438323974609e+00 3.585349082946777344e+00
4.354960918426513672e+00 3.628049850463867188e+00
4.355629444122314453e+00 3.645608901977539062e+00
4.341704845428466797e+00 3.676195383071899414e+00
4.333567619323730469e+00 3.653380870819091797e+00
4.319041252136230469e+00 3.658321857452392578e+00
4.300163269042968750e+00 3.683292627334594727e+00
4.292230606079101562e+00 3.725074768066406250e+00
4.289909839630126953e+00 3.787354707717895508e+00
4.274538993835449219e+00 3.793687105178833008e+00
4.268687725067138672e+00 3.801034450531005859e+00
4.236285686492919922e+00 3.784286022186279297e+00
4.217188358306884766e+00 3.833100557327270508e+00
4.192827701568603516e+00 3.817233085632324219e+00
4.179355144500732422e+00 3.843935966491699219e+00
4.159767150878906250e+00 3.837197542190551758e+00
4.139313697814941406e+00 3.873300313949584961e+00
4.136791706085205078e+00 3.885776281356811523e+00
4.133088588714599609e+00 3.877959966659545898e+00
4.117879390716552734e+00 3.918208837509155273e+00
4.093448162078857422e+00 3.920891046524047852e+00
4.075757980346679688e+00 3.970250844955444336e+00
4.082521438598632812e+00 3.997942447662353516e+00
4.085099220275878906e+00 4.036811351776123047e+00
4.067768096923828125e+00 4.039219379425048828e+00
4.046687126159667969e+00 4.023919105529785156e+00
4.023847579956054688e+00 4.028355121612548828e+00
4.023342609405517578e+00 4.034739017486572266e+00
4.010323047637939453e+00 4.033614635467529297e+00
4.001765251159667969e+00 4.066174030303955078e+00
3.994055747985839844e+00 4.070527553558349609e+00
3.958299636840820312e+00 4.107064247131347656e+00
3.928537607192993164e+00 4.107449531555175781e+00
3.918419361114501953e+00 4.105341911315917969e+00
3.906284332275390625e+00 4.137246131896972656e+00
3.893425703048706055e+00 4.116965770721435547e+00
3.869349241256713867e+00 4.117430686950683594e+00
3.851007938385009766e+00 4.132173061370849609e+00
3.830247640609741211e+00 4.158663272857666016e+00
3.803144693374633789e+00 4.196802616119384766e+00
3.778853178024291992e+00 4.204174041748046875e+00
3.743490219116210938e+00 4.234815120697021484e+00
3.716782569885253906e+00 4.237647533416748047e+00
3.697169065475463867e+00 4.246046066284179688e+00
3.687883615493774414e+00 4.234153747558593750e+00
3.697975635528564453e+00 4.244383811950683594e+00
3.710363149642944336e+00 4.277337074279785156e+00
