3.881618261337280273e+00 -4.492888450622558594e+00
3.856497287750244141e+00 -4.500372886657714844e+00
3.831240892410278320e+00 -4.486841201782226562e+00
3.808739423751831055e+00 -4.475404739379882812e+00
3.791889905929565430e+00 -4.470706462860107422e+00
3.776167631149291992e+00 -4.470014572143554688e+00
3.766913652420043945e+00 -4.489825248718261719e+00
3.744220733642578125e+00 -4.496802806854248047e+00
3.711637735366821289e+00 -4.490116596221923828e+00
3.678184032440185547e+00 -4.485909461975097656e+00
3.654317855834960938e+00 -4.477562427520751953e+00
3.654338836669921875e+00 -4.470508098602294922e+00
3.658531665802001953e+00 -4.474862575531005859e+00
3.652581214904785156e+00 -4.470559597015380859e+00
3.630492448806762695e+00 -4.479805946350097656e+00
3.600156307220458984e+00 -4.469873428344726562e+00
3.560299634933471680e+00 -4.470198631286621094e+00
3.540393114089965820e+00 -4.462806224822998047e+00
3.540213108062744141e+00 -4.480005264282226562e+00
3.533681154251098633e+00 -4.480848789215087891e+00
3.510939598083496094e+00 -4.474902153015136719e+00
3.465036630630493164e+00 -4.464560508728027344e+00
3.436969041824340820e+00 -4.470619678497314453e+00
3.407268762588500977e+00 -4.471481800079345703e+00
3.383867263793945312e+00 -4.446459770202636719e+00
3.369639158248901367e+00 -4.448867321014404297e+00
3.365771532058715820e+00 -4.462266921997070312e+00
3.355810642242431641e+00 -4.473453044891357422e+00
3.334960699081420898e+00 -4.469779968261718750e+00
3.305989742279052734e+00 -4.463653564453125000e+00
3.296426773071289062e+00 -4.467207431793212891e+00
3.257645368576049805e+00 -4.464776515960693359e+00
3.227907896041870117e+00 -4.453911304473876953e+00
3.201104402542114258e+00 -4.443900585174560547e+00
3.167457818984985352e+00 -4.442635059356689453e+00
3.140710592269897461e+00 -4.443001270294189453e+00
3.160403490066528320e+00 -4.430541038513183594e+00
3.139409780502319336e+00 -4.437397003173828125e+00
3.130513191223144531e+00 -4.455227851867675781e+00
3.103964805603027344e+00 -4.450912475585937500e+00
3.087537288665771484e+00 -4.454189300537109375e+00
3.088916301727294922e+00 -4.446973800659179688e+00
3.066694498062133789e+00 -4.442460536956787109e+00
3.031749010086059570e+00 -4.435792922973632812e+00
3.002957105636596680e+00 -4.431437015533447266e+00
2.996948957443237305e+00 -4.424430370330810547e+00
2.971167325973510742e+00 -4.418292045593261719e+00
2.939963102340698242e+00 -4.402539253234863281e+00
2.894699573516845703e+00 -4.411948204040527344e+00
2.874709606170654297e+00 -4.413902759552001953e+00
2.839258670806884766e+00 -4.408325195312500000e+00
2.842649459838867188e+00 -4.404627323150634766e+00
2.835322618484497070e+00 -4.413430213928222656e+00
2.811820983886718750e+00 -4.401934146881103516e+00
2.795353889465332031e+00 -4.404541492462158203e+00
2.741433143615722656e+00 -4.404750823974609375e+00
2.700951099395751953e+00 -4.398041248321533203e+00
2.695758819580078125e+00 -4.394297122955322266e+00
2.684774398803710938e+00 -4.379982471466064453e+00
2.698260545730590820e+00 -4.370518207550048828e+00
2.681030750274658203e+00 -4.357681274414062500e+00
2.661194086074829102e+00 -4.355180263519287109e+00
2.639998435974121094e+00 -4.357622146606445312e+00
2.611973047256469727e+00 -4.358288764953613281e+00
2.613103628158569336e+00 -4.364395141601562500e+00
2.586199998855590820e+00 -4.371990680694580078e+00
2.535794258117675781e+00 -4.360646247863769531e+00
2.489783287048339844e+00 -4.351269721984863281e+00
2.468831539154052734e+00 -4.359368801116943359e+00
2.472537755966186523e+00 -4.350789546966552734e+00
2.452892065048217773e+00 -4.346162796020507812e+00
2.440792798995971680e+00 -4.345056533813476562e+00
2.419335842132568359e+00 -4.343532562255859375e+00
2.384831666946411133e+00 -4.329910755157470703e+00
2.389212846755981445e+00 -4.325287818908691406e+00
2.382948398590087891e+00 -4.329595565795898438e+00
2.347725152969360352e+00 -4.330759525299072266e+00
2.321703672409057617e+00 -4.322106838226318359e+00
2.308415412902832031e+00 -4.323348522186279297e+00
2.274232387542724609e+00 -4.321034908294677734e+00
2.277211189270019531e+00 -4.318220138549804688e+00
2.260807752609252930e+00 -4.316428661346435547e+00
2.227712154388427734e+00 -4.303507328033447266e+00
2.173432826995849609e+00 -4.281452655792236328e+00
2.155152320861816406e+00 -4.284974575042724609e+00
2.096671104431152344e+00 -4.275618553161621094e+00
2.087344646453857422e+00 -4.280507087707519531e+00
2.083332538604736328e+00 -4.283446311950683594e+00
2.108302354812622070e+00 -4.252822875976562500e+00
2.128015041351318359e+00 -4.249382019042968750e+00
2.085707664489746094e+00 -4.213993549346923828e+00
2.046092510223388672e+00 -4.204643249511718750e+00
1.999096274375915527e+00 -4.216496467590332031e+00
1.990378260612487793e+00 -4.212077617645263672e+00
1.971798062324523926e+00 -4.226462364196777344e+00
1.948213577270507812e+00 -4.223111629486083984e+00
1.961487293243408203e+00 -4.228095054626464844e+00
1.932456493377685547e+00 -4.214483737945556641e+00
1.903150558471679688e+00 -4.209812164306640625e+00
1.889351963996887207e+00 -4.203319072723388672e+00
